Artikel-Nr	Artikelname	Einzelpreis	Anzahl	Rabatt	Bestelldatum	Kategoriename	Firma	Land	Nachname
17	Alice Mutton	39	30	20%	31.10.2021	Fleischprodukte	Piccolo und mehr	Österreich	Fuller
26	Gumbär Gummibärchen	31,23	15	0%	31.10.2021	Süßwaren	Piccolo und mehr	Österreich	Fuller
1	Chai	18	35	25%	01.11.2021	Getränke	Berglunds snabbköp	Schweden	Davolio
10	Ikura	31	18	10%	01.11.2021	Meeresfrüchte	Vaffeljernet	Dänemark	Peacock
28	Rössle Sauerkraut	45,6	60	10%	01.11.2021	Naturprodukte	Vaffeljernet	Dänemark	Peacock
34	Sasquatch Ale	14	14	0%	01.11.2021	Getränke	Vaffeljernet	Dänemark	Peacock
56	Gnocchi di nonna Alice	38	20	25%	02.11.2021	Getreideprodukte	Hanari Carnes	Brasilien	Davolio
77	Original Frankfurter grüne Soße	13	30	25%	02.11.2021	Gewürze	Hanari Carnes	Brasilien	Davolio
56	Gnocchi di nonna Alice	38	20	25%	02.11.2021	Getreideprodukte	Gomez Carnes	Brasilien	Davolio
77	Original Frankfurter grüne Soße	13	30	25%	02.11.2021	Gewürze	Gomez Carnes	Brasilien	Davolio
63	Vegie-spread	43,9	20	0%	03.11.2021	Gewürze	Alfreds Futterkiste	Deutschland	Peacock
1	Chai	18	30	0%	03.11.2021	Getränke	QUICK-Stop	Deutschland	Fuller
29	Thüringer Rostbratwurst	123,79	40	0%	03.11.2021	Fleischprodukte	QUICK-Stop	Deutschland	Fuller
43	Ipoh Coffee	46	40	0%	03.11.2021	Getränke	QUICK-Stop	Deutschland	Fuller
44	Gula Malacca	19,45	24	0%	03.11.2021	Gewürze	QUICK-Stop	Deutschland	Fuller
62	Tarte au sucre	49,3	48	0%	03.11.2021	Süßwaren	QUICK-Stop	Deutschland	Fuller
7	Uncle Bob's Organic Dried Pears	30	90	0%	06.11.2021	Naturprodukte	QUICK-Stop	Deutschland	Callahan
59	Raclette Courdavault	55	25	0%	06.11.2021	Milchprodukte	QUICK-Stop	Deutschland	Callahan
70	Outback Lager	15	50	0%	06.11.2021	Getränke	QUICK-Stop	Deutschland	Callahan
9	Mishi Kobe Niku	97	6	0%	06.11.2021	Fleischprodukte	White Clover Markets	USA	Leverling
54	Tourtière	7,45	60	15%	06.11.2021	Fleischprodukte	White Clover Markets	USA	Leverling
69	Gudbrandsdalsost	36	30	15%	06.11.2021	Milchprodukte	White Clover Markets	USA	Leverling
73	Röd Kaviar	15	15	15%	06.11.2021	Meeresfrüchte	White Clover Markets	USA	Leverling
8	Northwoods Cranberry Sauce	40	10	0%	07.11.2021	Gewürze	Wilman Kala	Finnland	King
12	Queso Manchego La Pastora	38	4	0%	07.11.2021	Milchprodukte	Wilman Kala	Finnland	King
24	Guaraná Fantástica	4,5	20	0%	07.11.2021	Getränke	Wilman Kala	Finnland	King
19	Teatime Chocolate Biscuits	9,2	7	25%	08.11.2021	Süßwaren	LINO-Delicateses	Venezuela	Leverling
35	Steeleye Stout	18	9	25%	08.11.2021	Getränke	LINO-Delicateses	Venezuela	Leverling
58	Escargots de Bourgogne	13,25	30	25%	08.11.2021	Meeresfrüchte	LINO-Delicateses	Venezuela	Leverling
70	Outback Lager	15	30	25%	08.11.2021	Getränke	LINO-Delicateses	Venezuela	Leverling
17	Alice Mutton	39	20	0%	08.11.2021	Fleischprodukte	White Clover Markets	USA	Callahan
46	Spegesild	12	18	0%	08.11.2021	Meeresfrüchte	White Clover Markets	USA	Callahan
11	Queso Cabrales	21	15	0%	09.11.2021	Milchprodukte	Ernst Handel	Österreich	Peacock
17	Alice Mutton	39	8	5%	09.11.2021	Fleischprodukte	Ernst Handel	Österreich	Peacock
29	Thüringer Rostbratwurst	123,79	12	5%	09.11.2021	Fleischprodukte	Ernst Handel	Österreich	Peacock
65	Louisiana Fiery Hot Pepper Sauce	21,05	65	5%	09.11.2021	Gewürze	Ernst Handel	Österreich	Peacock
70	Outback Lager	15	8	5%	09.11.2021	Getränke	Ernst Handel	Österreich	Peacock
47	Zaanse koeken	9,5	12	0%	09.11.2021	Süßwaren	Morgenstern Gesundkost	Deutschland	Leverling
11	Queso Cabrales	21	15	0%	09.11.2021	Milchprodukte	Ludwig Handel	Österreich	Peacock
17	Alice Mutton	39	8	5%	09.11.2021	Fleischprodukte	Ludwig Handel	Österreich	Peacock
29	Thüringer Rostbratwurst	123,79	12	5%	09.11.2021	Fleischprodukte	Ludwig Handel	Österreich	Peacock
65	Louisiana Fiery Hot Pepper Sauce	21,05	65	5%	09.11.2021	Gewürze	Ludwig Handel	Österreich	Peacock
70	Outback Lager	15	8	5%	09.11.2021	Getränke	Ludwig Handel	Österreich	Peacock
1	Chai	18	5	20%	10.11.2021	Getränke	Save-a-lot Markets	USA	Leverling
34	Sasquatch Ale	14	12	20%	10.11.2021	Getränke	Save-a-lot Markets	USA	Leverling
68	Scottish Longbreads	12,5	40	20%	10.11.2021	Süßwaren	Save-a-lot Markets	USA	Leverling
71	Fløtemysost	21,5	60	20%	10.11.2021	Milchprodukte	Save-a-lot Markets	USA	Leverling
3	Aniseed Syrup	10	6	0%	13.11.2021	Gewürze	Alfreds Futterkiste	Deutschland	Peacock
76	Lakkalikööri	18	15	0%	13.11.2021	Getränke	Alfreds Futterkiste	Deutschland	Peacock
59	Raclette Courdavault	55	42	15%	13.11.2021	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Suyama
71	Fløtemysost	21,5	20	15%	13.11.2021	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Suyama
76	Lakkalikööri	18	35	15%	13.11.2021	Getränke	Hungry Owl All-Night Grocers	Irland	Suyama
2	Chang	19	5	0%	14.11.2021	Getränke	Folk och fä HB	Schweden	Suyama
59	Raclette Courdavault	55	35	0%	14.11.2021	Milchprodukte	Folk och fä HB	Schweden	Suyama
73	Röd Kaviar	15	35	0%	14.11.2021	Meeresfrüchte	Folk och fä HB	Schweden	Suyama
4	Chef Anton's Cajun Seasoning	22	6	0%	14.11.2021	Gewürze	Queen Cozinha	Brasilien	Suyama
24	Guaraná Fantástica	4,5	35	0%	14.11.2021	Getränke	Queen Cozinha	Brasilien	Suyama
48	Chocolade	12,75	24	0%	14.11.2021	Süßwaren	Queen Cozinha	Brasilien	Suyama
31	Gorgonzola Telino	12,5	20	0%	15.11.2021	Milchprodukte	HILARIÓN-Abastos	Venezuela	Dodsworth
32	Mascarpone Fabioli	32	4	0%	15.11.2021	Milchprodukte	HILARIÓN-Abastos	Venezuela	Dodsworth
31	Gorgonzola Telino	12,5	20	0%	15.11.2021	Milchprodukte	Gomez-Abastos	Venezuela	Dodsworth
32	Mascarpone Fabioli	32	4	0%	15.11.2021	Milchprodukte	Gomez-Abastos	Venezuela	Dodsworth
55	Pâté chinois	24	21	0%	16.11.2021	Fleischprodukte	Around the Horn	Großbritannien	Peacock
57	Ravioli Angelo	19,5	40	0%	16.11.2021	Getreideprodukte	Around the Horn	Großbritannien	Peacock
70	Outback Lager	15	28	15%	16.11.2021	Getränke	Around the Horn	Großbritannien	Peacock
16	Pavlova	17,45	20	0%	16.11.2021	Süßwaren	Old World Delicatessen	USA	Callahan
43	Ipoh Coffee	46	24	0%	16.11.2021	Getränke	Old World Delicatessen	USA	Callahan
59	Raclette Courdavault	55	8	0%	16.11.2021	Milchprodukte	Old World Delicatessen	USA	Callahan
8	Northwoods Cranberry Sauce	40	40	0%	17.11.2021	Gewürze	Gourmet Lanchonetes	Brasilien	Davolio
51	Manjimup Dried Apples	53	28	0%	17.11.2021	Naturprodukte	Gourmet Lanchonetes	Brasilien	Davolio
60	Camembert Pierrot	34	10	0%	17.11.2021	Milchprodukte	Gourmet Lanchonetes	Brasilien	Davolio
5	Chef Anton's Gumbo Mix	21,35	4	0%	17.11.2021	Gewürze	The Big Cheese	USA	Suyama
36	Inlagd Sill	19	5	0%	17.11.2021	Meeresfrüchte	The Big Cheese	USA	Suyama
19	Teatime Chocolate Biscuits	9,2	5	0%	20.11.2021	Süßwaren	Franchi S.p.A.	Italien	Davolio
47	Zaanse koeken	9,5	5	0%	20.11.2021	Süßwaren	Franchi S.p.A.	Italien	Davolio
53	Perth Pasties	32,8	3	5%	21.11.2021	Fleischprodukte	Hungry Owl All-Night Grocers	Irland	Leverling
56	Gnocchi di nonna Alice	38	30	0%	21.11.2021	Getreideprodukte	Hungry Owl All-Night Grocers	Irland	Leverling
19	Teatime Chocolate Biscuits	9,2	12	0%	21.11.2021	Süßwaren	Save-a-lot Markets	USA	Buchanan
41	Jack's New England Clam Chowder	9,65	42	0%	21.11.2021	Meeresfrüchte	Save-a-lot Markets	USA	Buchanan
53	Perth Pasties	32,8	120	0%	21.11.2021	Fleischprodukte	Save-a-lot Markets	USA	Buchanan
2	Chang	19	30	25%	22.11.2021	Getränke	Save-a-lot Markets	USA	Buchanan
17	Alice Mutton	39	27	25%	22.11.2021	Fleischprodukte	Save-a-lot Markets	USA	Buchanan
47	Zaanse koeken	9,5	50	25%	22.11.2021	Süßwaren	Save-a-lot Markets	USA	Buchanan
56	Gnocchi di nonna Alice	38	18	25%	22.11.2021	Getreideprodukte	Save-a-lot Markets	USA	Buchanan
58	Escargots de Bourgogne	13,25	12	25%	22.11.2021	Meeresfrüchte	Save-a-lot Markets	USA	Buchanan
10	Ikura	31	18	0%	22.11.2021	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
26	Gumbär Gummibärchen	31,23	30	0%	22.11.2021	Süßwaren	Save-a-lot Markets	USA	Davolio
45	Røgede sild	9,5	110	0%	22.11.2021	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
46	Spegesild	12	24	0%	22.11.2021	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
10	Ikura	31	21	0%	23.11.2021	Meeresfrüchte	Bon app'	Frankreich	Leverling
71	Fløtemysost	21,5	30	0%	23.11.2021	Milchprodukte	Bon app'	Frankreich	Leverling
21	Sir Rodney's Scones	10	32	5%	24.11.2021	Süßwaren	Frankenversand	Deutschland	Davolio
54	Tourtière	7,45	15	0%	24.11.2021	Fleischprodukte	Frankenversand	Deutschland	Davolio
69	Gudbrandsdalsost	36	25	5%	24.11.2021	Milchprodukte	Frankenversand	Deutschland	Davolio
21	Sir Rodney's Scones	10	5	0%	24.11.2021	Süßwaren	Rancho grande	Argentinien	Peacock
51	Manjimup Dried Apples	53	7	0%	24.11.2021	Naturprodukte	Rancho grande	Argentinien	Peacock
61	Sirop d'érable	28,5	10	0%	24.11.2021	Gewürze	Rancho grande	Argentinien	Peacock
12	Queso Manchego La Pastora	38	36	0%	27.11.2021	Milchprodukte	Königlich Essen	Deutschland	Davolio
16	Pavlova	17,45	20	0%	27.11.2021	Süßwaren	Königlich Essen	Deutschland	Davolio
36	Inlagd Sill	19	40	0%	27.11.2021	Meeresfrüchte	Königlich Essen	Deutschland	Davolio
62	Tarte au sucre	49,3	20	0%	27.11.2021	Süßwaren	Königlich Essen	Deutschland	Davolio
18	Carnarvon Tigers	62,5	12	25%	27.11.2021	Meeresfrüchte	Let's Stop N Shop	USA	Callahan
30	Nord-Ost Matjeshering	25,89	3	25%	27.11.2021	Meeresfrüchte	Let's Stop N Shop	USA	Callahan
54	Tourtière	7,45	40	25%	27.11.2021	Fleischprodukte	Let's Stop N Shop	USA	Callahan
35	Steeleye Stout	18	21	0%	28.11.2021	Getränke	Que Delícia	Brasilien	Callahan
71	Fløtemysost	21,5	8	0%	28.11.2021	Milchprodukte	Que Delícia	Brasilien	Callahan
44	Gula Malacca	19,45	50	5%	29.11.2021	Gewürze	QUICK-Stop	Deutschland	Buchanan
2	Chang	19	3	0%	29.11.2021	Getränke	Save-a-lot Markets	USA	Callahan
31	Gorgonzola Telino	12,5	50	0%	29.11.2021	Milchprodukte	Save-a-lot Markets	USA	Callahan
68	Scottish Longbreads	12,5	45	0%	29.11.2021	Süßwaren	Save-a-lot Markets	USA	Callahan
75	Rhönbräu Klosterbier	7,75	42	0%	29.11.2021	Getränke	Save-a-lot Markets	USA	Callahan
10	Ikura	31	16	0%	30.11.2021	Meeresfrüchte	Mère Paillarde	Kanada	Callahan
61	Sirop d'érable	28,5	5	0%	30.11.2021	Gewürze	Mère Paillarde	Kanada	Callahan
26	Gumbär Gummibärchen	31,23	15	0%	30.11.2021	Süßwaren	White Clover Markets	USA	Leverling
41	Jack's New England Clam Chowder	9,65	12	0%	01.12.2021	Meeresfrüchte	Familia Arquibaldo	Brasilien	Peacock
52	Filo Mix	7	4	0%	01.12.2021	Getreideprodukte	Familia Arquibaldo	Brasilien	Peacock
55	Pâté chinois	24	6	0%	01.12.2021	Fleischprodukte	Familia Arquibaldo	Brasilien	Peacock
4	Chef Anton's Cajun Seasoning	22	25	0%	04.12.2021	Gewürze	Eastern Connection	Großbritannien	Peacock
11	Queso Cabrales	21	5	0%	04.12.2021	Milchprodukte	Eastern Connection	Großbritannien	Peacock
17	Alice Mutton	39	20	5%	04.12.2021	Fleischprodukte	Reggiani Caseifici	Italien	Fuller
56	Gnocchi di nonna Alice	38	10	5%	04.12.2021	Getreideprodukte	Reggiani Caseifici	Italien	Fuller
59	Raclette Courdavault	55	10	5%	04.12.2021	Milchprodukte	Reggiani Caseifici	Italien	Fuller
1	Chai	18	50	0%	05.12.2021	Getränke	LINO-Delicateses	Venezuela	Callahan
21	Sir Rodney's Scones	10	30	0%	05.12.2021	Süßwaren	LINO-Delicateses	Venezuela	Callahan
50	Valkoinen suklaa	16,25	40	0%	05.12.2021	Süßwaren	LINO-Delicateses	Venezuela	Callahan
30	Nord-Ost Matjeshering	25,89	15	0%	05.12.2021	Meeresfrüchte	Queen Cozinha	Brasilien	Peacock
40	Boston Crab Meat	18,4	6	0%	05.12.2021	Meeresfrüchte	Queen Cozinha	Brasilien	Peacock
55	Pâté chinois	24	12	0%	05.12.2021	Fleischprodukte	Queen Cozinha	Brasilien	Peacock
60	Camembert Pierrot	34	15	0%	05.12.2021	Milchprodukte	Queen Cozinha	Brasilien	Peacock
16	Pavlova	17,45	15	5%	06.12.2021	Süßwaren	Bon app'	Frankreich	Buchanan
31	Gorgonzola Telino	12,5	3	5%	06.12.2021	Milchprodukte	Bon app'	Frankreich	Buchanan
65	Louisiana Fiery Hot Pepper Sauce	21,05	10	5%	06.12.2021	Gewürze	Bon app'	Frankreich	Buchanan
76	Lakkalikööri	18	20	0%	07.12.2021	Getränke	Bon app'	Frankreich	Leverling
21	Sir Rodney's Scones	10	40	5%	07.12.2021	Süßwaren	Chop-suey Chinese	Schweiz	King
51	Manjimup Dried Apples	53	30	5%	07.12.2021	Naturprodukte	Chop-suey Chinese	Schweiz	King
21	Sir Rodney's Scones	10	40	5%	07.12.2021	Süßwaren	Restaurant Lotus	Schweiz	King
51	Manjimup Dried Apples	53	30	5%	07.12.2021	Naturprodukte	Restaurant Lotus	Schweiz	King
14	Tofu	23,25	16	0%	08.12.2021	Naturprodukte	Berglunds snabbköp	Schweden	Davolio
28	Rössle Sauerkraut	45,6	20	0%	08.12.2021	Naturprodukte	Berglunds snabbköp	Schweden	Davolio
52	Filo Mix	7	25	0%	08.12.2021	Getreideprodukte	Berglunds snabbköp	Schweden	Davolio
6	Grandma's Boysenberry Spread	25	30	0%	08.12.2021	Gewürze	Gourmet Lanchonetes	Brasilien	Fuller
30	Nord-Ost Matjeshering	25,89	15	0%	08.12.2021	Meeresfrüchte	Gourmet Lanchonetes	Brasilien	Fuller
76	Lakkalikööri	18	20	0%	08.12.2021	Getränke	Gourmet Lanchonetes	Brasilien	Fuller
61	Sirop d'érable	28,5	20	10%	11.12.2021	Gewürze	Let's Stop N Shop	USA	Suyama
77	Original Frankfurter grüne Soße	13	2	10%	11.12.2021	Gewürze	Let's Stop N Shop	USA	Suyama
65	Louisiana Fiery Hot Pepper Sauce	21,05	40	0%	12.12.2021	Gewürze	Hungry Owl All-Night Grocers	Irland	Dodsworth
75	Rhönbräu Klosterbier	7,75	20	0%	12.12.2021	Getränke	Hungry Owl All-Night Grocers	Irland	Dodsworth
13	Konbu	6	4	0%	12.12.2021	Meeresfrüchte	Vins et alcools Chevalier	Frankreich	Fuller
41	Jack's New England Clam Chowder	9,65	12	0%	12.12.2021	Meeresfrüchte	Vins et alcools Chevalier	Frankreich	Fuller
13	Konbu	6	4	0%	12.12.2021	Meeresfrüchte	Vins et alcools Duc	Frankreich	Fuller
41	Jack's New England Clam Chowder	9,65	12	0%	12.12.2021	Meeresfrüchte	Vins et alcools Duc	Frankreich	Fuller
16	Pavlova	17,45	3	0%	13.12.2021	Süßwaren	Spécialités du monde	Frankreich	Fuller
36	Inlagd Sill	19	6	0%	13.12.2021	Meeresfrüchte	Vins et alcools Chevalier	Frankreich	Leverling
52	Filo Mix	7	18	0%	13.12.2021	Getreideprodukte	Vins et alcools Chevalier	Frankreich	Leverling
36	Inlagd Sill	19	6	0%	13.12.2021	Meeresfrüchte	Vins et alcools Duc	Frankreich	Leverling
52	Filo Mix	7	18	0%	13.12.2021	Getreideprodukte	Vins et alcools Duc	Frankreich	Leverling
28	Rössle Sauerkraut	45,6	5	20%	14.12.2021	Naturprodukte	White Clover Markets	USA	Peacock
35	Steeleye Stout	18	35	20%	14.12.2021	Getränke	White Clover Markets	USA	Peacock
45	Røgede sild	9,5	40	20%	14.12.2021	Meeresfrüchte	White Clover Markets	USA	Peacock
56	Gnocchi di nonna Alice	38	14	20%	14.12.2021	Getreideprodukte	White Clover Markets	USA	Peacock
2	Chang	19	15	20%	15.12.2021	Getränke	Around the Horn	Großbritannien	Peacock
3	Aniseed Syrup	10	20	0%	15.12.2021	Gewürze	Bottom-Dollar Markets	Kanada	Leverling
60	Camembert Pierrot	34	50	0%	15.12.2021	Milchprodukte	Bottom-Dollar Markets	Kanada	Leverling
72	Mozzarella di Giovanni	34,8	35	0%	15.12.2021	Milchprodukte	Bottom-Dollar Markets	Kanada	Leverling
46	Spegesild	12	28	5%	18.12.2021	Meeresfrüchte	Around the Horn	Großbritannien	Davolio
40	Boston Crab Meat	18,4	50	20%	18.12.2021	Meeresfrüchte	Vaffeljernet	Dänemark	Suyama
18	Carnarvon Tigers	62,5	24	0%	19.12.2021	Meeresfrüchte	QUICK-Stop	Deutschland	Dodsworth
44	Gula Malacca	19,45	16	0%	19.12.2021	Gewürze	QUICK-Stop	Deutschland	Dodsworth
59	Raclette Courdavault	55	45	0%	19.12.2021	Milchprodukte	QUICK-Stop	Deutschland	Dodsworth
72	Mozzarella di Giovanni	34,8	7	0%	19.12.2021	Milchprodukte	QUICK-Stop	Deutschland	Dodsworth
13	Konbu	6	6	0%	20.12.2021	Meeresfrüchte	Chop-suey Chinese	Schweiz	Davolio
42	Singaporean Hokkien Fried Mee	14	28	0%	20.12.2021	Getreideprodukte	Chop-suey Chinese	Schweiz	Davolio
62	Tarte au sucre	49,3	9	0%	20.12.2021	Süßwaren	Chop-suey Chinese	Schweiz	Davolio
69	Gudbrandsdalsost	36	40	0%	20.12.2021	Milchprodukte	Chop-suey Chinese	Schweiz	Davolio
31	Gorgonzola Telino	12,5	8	0%	20.12.2021	Milchprodukte	Piccolo und mehr	Österreich	Suyama
41	Jack's New England Clam Chowder	9,65	35	0%	20.12.2021	Meeresfrüchte	Piccolo und mehr	Österreich	Suyama
63	Vegie-spread	43,9	9	0%	20.12.2021	Gewürze	Piccolo und mehr	Österreich	Suyama
69	Gudbrandsdalsost	36	30	0%	20.12.2021	Milchprodukte	Piccolo und mehr	Österreich	Suyama
13	Konbu	6	6	0%	20.12.2021	Meeresfrüchte	Restaurant Lotus	Schweiz	Davolio
42	Singaporean Hokkien Fried Mee	14	28	0%	20.12.2021	Getreideprodukte	Restaurant Lotus	Schweiz	Davolio
62	Tarte au sucre	49,3	9	0%	20.12.2021	Süßwaren	Restaurant Lotus	Schweiz	Davolio
69	Gudbrandsdalsost	36	40	0%	20.12.2021	Milchprodukte	Restaurant Lotus	Schweiz	Davolio
56	Gnocchi di nonna Alice	38	15	0%	21.12.2021	Getreideprodukte	Island Trading	Großbritannien	Peacock
59	Raclette Courdavault	55	6	0%	21.12.2021	Milchprodukte	Island Trading	Großbritannien	Peacock
76	Lakkalikööri	18	10	0%	21.12.2021	Getränke	Island Trading	Großbritannien	Peacock
23	Tunnbröd	9	44	0%	21.12.2021	Getreideprodukte	Save-a-lot Markets	USA	Leverling
40	Boston Crab Meat	18,4	40	0%	21.12.2021	Meeresfrüchte	Save-a-lot Markets	USA	Leverling
56	Gnocchi di nonna Alice	38	28	0%	21.12.2021	Getreideprodukte	Save-a-lot Markets	USA	Leverling
14	Tofu	23,25	5	15%	22.12.2021	Naturprodukte	Wartian Herkku	Finnland	Dodsworth
45	Røgede sild	9,5	40	15%	22.12.2021	Meeresfrüchte	Wartian Herkku	Finnland	Dodsworth
59	Raclette Courdavault	55	25	15%	22.12.2021	Milchprodukte	Wartian Herkku	Finnland	Dodsworth
1	Chai	18	8	0%	25.12.2021	Getränke	North/South	Großbritannien	Fuller
69	Gudbrandsdalsost	36	3	0%	25.12.2021	Milchprodukte	North/South	Großbritannien	Fuller
26	Gumbär Gummibärchen	31,23	12	10%	25.12.2021	Süßwaren	Richter Supermarkt	Schweiz	Leverling
30	Nord-Ost Matjeshering	25,89	30	0%	25.12.2021	Meeresfrüchte	Richter Supermarkt	Schweiz	Leverling
50	Valkoinen suklaa	16,25	20	10%	25.12.2021	Süßwaren	Richter Supermarkt	Schweiz	Leverling
73	Röd Kaviar	15	15	0%	25.12.2021	Meeresfrüchte	Richter Supermarkt	Schweiz	Leverling
45	Røgede sild	9,5	4	0%	26.12.2021	Meeresfrüchte	Franchi S.p.A.	Italien	Leverling
74	Longlife Tofu	10	5	0%	26.12.2021	Naturprodukte	Franchi S.p.A.	Italien	Leverling
40	Boston Crab Meat	18,4	3	0%	26.12.2021	Meeresfrüchte	Magazzini Alimentari Riuniti	Italien	Suyama
47	Zaanse koeken	9,5	30	25%	27.12.2021	Süßwaren	Bon app'	Frankreich	Peacock
56	Gnocchi di nonna Alice	38	30	25%	27.12.2021	Getreideprodukte	Bon app'	Frankreich	Peacock
57	Ravioli Angelo	19,5	14	25%	27.12.2021	Getreideprodukte	Bon app'	Frankreich	Peacock
69	Gudbrandsdalsost	36	25	25%	27.12.2021	Milchprodukte	Bon app'	Frankreich	Peacock
34	Sasquatch Ale	14	30	0%	28.12.2021	Getränke	Save-a-lot Markets	USA	Suyama
59	Raclette Courdavault	55	7	0%	28.12.2021	Milchprodukte	Save-a-lot Markets	USA	Suyama
62	Tarte au sucre	49,3	30	0%	28.12.2021	Süßwaren	Save-a-lot Markets	USA	Suyama
64	Wimmers gute Semmelknödel	33,25	24	0%	28.12.2021	Getreideprodukte	Save-a-lot Markets	USA	Suyama
18	Carnarvon Tigers	62,5	21	20%	28.12.2021	Meeresfrüchte	Split Rail Beer & Ale	USA	Callahan
36	Inlagd Sill	19	20	20%	28.12.2021	Meeresfrüchte	Split Rail Beer & Ale	USA	Callahan
68	Scottish Longbreads	12,5	6	20%	28.12.2021	Süßwaren	Split Rail Beer & Ale	USA	Callahan
69	Gudbrandsdalsost	36	20	20%	28.12.2021	Milchprodukte	Split Rail Beer & Ale	USA	Callahan
32	Mascarpone Fabioli	32	10	0%	29.12.2021	Milchprodukte	Ana Trujillo Emparedados y helados	Mexiko	Leverling
26	Gumbär Gummibärchen	31,23	20	0%	29.12.2021	Süßwaren	Richter Supermarkt	Schweiz	Leverling
52	Filo Mix	7	60	0%	29.12.2021	Getreideprodukte	Richter Supermarkt	Schweiz	Leverling
70	Outback Lager	15	40	0%	29.12.2021	Getränke	Richter Supermarkt	Schweiz	Leverling
25	NuNuCa Nuß-Nougat-Creme	14	12	25%	01.01.2022	Süßwaren	Maison Dewey	Belgien	Peacock
27	Schoggi Schokolade	43,9	40	0%	01.01.2022	Süßwaren	Maison Dewey	Belgien	Peacock
43	Ipoh Coffee	46	30	25%	01.01.2022	Getränke	Maison Dewey	Belgien	Peacock
39	Chartreuse verte	18	16	0%	02.01.2022	Getränke	Folk och fä HB	Schweden	Leverling
47	Zaanse koeken	9,5	30	0%	02.01.2022	Süßwaren	Folk och fä HB	Schweden	Leverling
51	Manjimup Dried Apples	53	28	0%	02.01.2022	Naturprodukte	Folk och fä HB	Schweden	Leverling
56	Gnocchi di nonna Alice	38	60	0%	02.01.2022	Getreideprodukte	Folk och fä HB	Schweden	Leverling
25	NuNuCa Nuß-Nougat-Creme	14	35	25%	02.01.2022	Süßwaren	Rattlesnake Canyon Grocery	USA	Buchanan
75	Rhönbräu Klosterbier	7,75	18	0%	02.01.2022	Getränke	Rattlesnake Canyon Grocery	USA	Buchanan
25	NuNuCa Nuß-Nougat-Creme	14	35	25%	02.01.2022	Süßwaren	Goose Canyon Grocery	USA	Buchanan
75	Rhönbräu Klosterbier	7,75	18	0%	02.01.2022	Getränke	Goose Canyon Grocery	USA	Buchanan
25	NuNuCa Nuß-Nougat-Creme	14	35	25%	02.01.2022	Süßwaren	Small River Canyon Grocery	USA	Buchanan
75	Rhönbräu Klosterbier	7,75	18	0%	02.01.2022	Getränke	Small River Canyon Grocery	USA	Buchanan
3	Aniseed Syrup	10	20	10%	03.01.2022	Gewürze	Ernst Handel	Österreich	Suyama
39	Chartreuse verte	18	130	10%	03.01.2022	Getränke	Ernst Handel	Österreich	Suyama
21	Sir Rodney's Scones	10	40	0%	03.01.2022	Süßwaren	Folies gourmandes	Frankreich	Leverling
22	Gustaf's Knäckebröd	21	6	0%	03.01.2022	Getreideprodukte	Folies gourmandes	Frankreich	Leverling
24	Guaraná Fantástica	4,5	20	0%	03.01.2022	Getränke	Folies gourmandes	Frankreich	Leverling
3	Aniseed Syrup	10	20	10%	03.01.2022	Gewürze	Ludwig Handel	Österreich	Suyama
39	Chartreuse verte	18	130	10%	03.01.2022	Getränke	Ludwig Handel	Österreich	Suyama
3	Aniseed Syrup	10	20	10%	03.01.2022	Gewürze	Wolf Handel	Österreich	Suyama
39	Chartreuse verte	18	130	10%	03.01.2022	Getränke	Wolf Handel	Österreich	Suyama
65	Louisiana Fiery Hot Pepper Sauce	21,05	80	10%	04.01.2022	Gewürze	QUICK-Stop	Deutschland	Leverling
2	Chang	19	40	0%	05.01.2022	Getränke	Ottilies Käseladen	Deutschland	Peacock
7	Uncle Bob's Organic Dried Pears	30	35	0%	05.01.2022	Naturprodukte	Ottilies Käseladen	Deutschland	Peacock
68	Scottish Longbreads	12,5	40	0%	05.01.2022	Süßwaren	Ottilies Käseladen	Deutschland	Peacock
42	Singaporean Hokkien Fried Mee	14	2	0%	05.01.2022	Getreideprodukte	Suprêmes délices	Belgien	Peacock
2	Chang	19	40	0%	05.01.2022	Getränke	Dieters Käseladen	Deutschland	Peacock
7	Uncle Bob's Organic Dried Pears	30	35	0%	05.01.2022	Naturprodukte	Dieters Käseladen	Deutschland	Peacock
68	Scottish Longbreads	12,5	40	0%	05.01.2022	Süßwaren	Dieters Käseladen	Deutschland	Peacock
42	Singaporean Hokkien Fried Mee	14	2	0%	05.01.2022	Getreideprodukte	Suprêmes Épicerie fine	Belgien	Peacock
2	Chang	19	40	0%	05.01.2022	Getränke	Ritas Käseladen	Deutschland	Peacock
7	Uncle Bob's Organic Dried Pears	30	35	0%	05.01.2022	Naturprodukte	Ritas Käseladen	Deutschland	Peacock
68	Scottish Longbreads	12,5	40	0%	05.01.2022	Süßwaren	Ritas Käseladen	Deutschland	Peacock
42	Singaporean Hokkien Fried Mee	14	2	0%	05.01.2022	Getreideprodukte	Le petite bistro	Belgien	Peacock
